,RMNH.INS.1271298_An_messeae - ND2 gene,RMNH.INS.1271299_An_messeae - ND2 gene,RMNH.INS.1271300_An_messeae - ND2 gene,RMNH.INS.1271301_Cq_richiardii - ND2 gene,RMNH.INS.1271302_Cq_richiardii - ND2 gene,RMNH.INS.1271303_Cq_richiardii - ND2 gene,RMNH.INS.1271304_Ae_vexans - ND2 gene,RMNH.INS.1271305_Ae_vexans - ND2 gene,RMNH.INS.1271306_Ae_vexans - ND2 gene,RMNH.INS.1271307_Cs_annulata - ND2 gene,RMNH.INS.1271308_Cs_annulata - ND2 gene,RMNH.INS.1271309_Cs_annulata - ND2 gene,RMNH.INS.1271310_An_claviger - ND2 gene,RMNH.INS.1271311_An_claviger - ND2 gene,RMNH.INS.1271312_An_claviger - ND2 gene,RMNH.INS.1271313_Cx_modestus - ND2 gene,RMNH.INS.1271314_Cx_modestus - ND2 gene,RMNH.INS.1271315_Cx_modestus - ND2 gene,RMNH.INS.1271316_Cx_territans - ND2 gene,RMNH.INS.1271317_Cx_territans - ND2 gene,RMNH.INS.1271318_Cx_territans - ND2 gene,RMNH.INS.1271319_Ae_cinereus - ND2 gene,RMNH.INS.1271320_Ae_cinereus - ND2 gene,RMNH.INS.1271321_Ae_cinereus - ND2 gene,RMNH.INS.1271322_Cs_longiareolata - ND2 gene,RMNH.INS.1271323_Cs_longiareolata - ND2 gene,RMNH.INS.1271324_Cs_longiareolata - ND2 gene,RMNH.INS.1271325_Ae_annulipes_cantans - ND2 gene,RMNH.INS.1271326_Ae_annulipes_cantans - ND2 gene,RMNH.INS.1271327_Ae_annulipes_cantans - ND2 gene,RMNH.INS.1271328_Ae_annulipes_cantans - ND2 gene,RMNH.INS.1271329_Ae_annulipes_cantans - ND2 gene,RMNH.INS.1271330_Ae_annulipes_cantans - ND2 gene,RMNH.INS.1271331_Ae_rusticus - ND2 gene,RMNH.INS.1271332_Ae_rusticus - ND2 gene,RMNH.INS.1271333_Ae_rusticus - ND2 gene,RMNH.INS.1271334_Ae_communis - ND2 gene,RMNH.INS.1271335_Ae_communis - ND2 gene,RMNH.INS.1271336_Ae_communis - ND2 gene,RMNH.INS.1271337_Ae_punctor - ND2 gene,RMNH.INS.1271338_Ae_rusticus - ND2 gene,RMNH.INS.1271339_Ae_punctor - ND2 gene,RMNH.INS.1271340_Ae_geniculatus - ND2 gene,RMNH.INS.1271341_Ae_geniculatus - ND2 gene,RMNH.INS.1271342_Ae_geniculatus - ND2 gene,RMNH.INS.1271344_Cs_subochrea - ND2 gene,RMNH.INS.1271345_Cs_annulata - ND2 gene,RMNH.INS.1271346_Ae_caspius - ND2 gene,RMNH.INS.1271347_Ae_caspius - ND2 gene,RMNH.INS.1271348_Ae_caspius - ND2 gene,RMNH.INS.1271349_An_plumbeus_partial_genome - ND2 gene,RMNH.INS.1271350_An_plumbeus_partial_genome - ND2 gene,RMNH.INS.1271351_An_plumbeus_partial_genome - ND2 gene,RMNH.INS.1271352_Cs_annulata - ND2 gene,RMNH.INS.1271354_Cs_annulata - ND2 gene,RMNH.INS.1271355_Cx_pipiens - ND2 gene,RMNH.INS.1271356_Cx_pipiens - ND2 gene,RMNH.INS.1271357_Cx_pipiens - ND2 gene,RMNH.INS.1271358_Cs_morsitans - ND2 gene,RMNH.INS.1271359_Cs_morsitans - ND2 gene,RMNH.INS.1271360_Cs_morsitans - ND2 gene,RMNH.INS.1271361_Ae_sticticus - ND2 gene,RMNH.INS.1271362_Ae_sticticus - ND2 gene,RMNH.INS.1271363_Ae_sticticus - ND2 gene,RMNH.INS.1271367_Ae_detritus - ND2 gene,RMNH.INS.1271368_Ae_detritus - ND2 gene,RMNH.INS.1271369_Ae_caspius - ND2 gene,RMNH.INS.1271370_Ae_flavescens - ND2 gene,RMNH.INS.1271371_Ae_flavescens - ND2 gene,RMNH.INS.1271372_Ae_flavescens - ND2 gene,RMNH.INS.1271375_Ae_leucomelas - ND2 gene,RMNH.INS.1271376_Ae_albopictus - ND2 gene,RMNH.INS.1271377_Ae_albopictus - ND2 gene,RMNH.INS.1271378_Ae_albopictus - ND2 gene,RMNH.INS.1271379_Ae_japonicus - ND2 gene,RMNH.INS.1271380_Ae_japonicus - ND2 gene,RMNH.INS.1271381_Ae_japonicus - ND2 gene,RMNH.INS.1271382_Ae_aegypti - ND2 gene,RMNH.INS.1271383_Ae_aegypti - ND2 gene,RMNH.INS.1271384_Ae_aegypti - ND2 gene,RMNH.INS.1271386_Ae_cinereus - ND2 gene,RMNH.INS.1271389_Cs_ochroptera - ND2 gene
RMNH.INS.1271324_Cs_longiareolata - ND2 gene,79.435,79.532,79.3,84.113,84.211,84.211,85.185,85.283,85.283,88.694,88.402,88.402,81.189,81.287,81.189,83.821,83.821,83.918,83.821,83.821,84.016,84.69,84.593,84.69,100,100,,86.16,85.575,85.77,85.965,86.16,85.965,85.38,85.38,85.38,84.405,84.405,84.503,82.943,85.38,82.943,86.452,86.452,86.452,87.232,88.402,87.037,87.037,87.037,78.752,78.752,78.752,88.402,88.402,83.821,83.918,83.918,87.037,86.94,86.94,84.99,84.795,84.99,85.867,85.867,87.037,85.478,85.478,85.185,84.503,84.405,84.405,84.503,85.77,85.77,85.867,84.698,84.795,84.893,84.884,87.232
RMNH.INS.1271325_Ae_annulipes_cantans - ND2 gene,81.092,81.189,80.952,84.016,83.918,84.016,90.156,90.058,90.253,86.94,86.94,86.94,81.189,81.287,81.189,86.16,85.77,85.965,85.185,85.185,85.283,88.275,88.275,88.275,86.16,86.16,86.16,,99.025,98.343,99.708,98.246,98.441,91.52,91.52,91.52,91.033,91.131,90.936,89.181,91.52,89.181,91.52,91.52,91.52,86.062,86.94,93.08,93.08,93.08,79.922,79.922,79.922,86.94,86.94,85.38,85.478,85.478,87.232,87.232,87.232,91.131,90.936,91.033,91.813,91.91,93.08,96.004,96.004,96.101,92.105,87.037,87.037,87.135,89.864,89.864,89.961,88.109,88.207,88.207,88.275,87.914
RMNH.INS.1271326_Ae_annulipes_cantans - ND2 gene,80.799,80.897,80.661,83.626,83.528,83.626,90.253,90.156,90.351,86.647,86.647,86.647,80.799,80.897,80.799,85.965,85.575,85.77,85.38,85.38,85.478,88.081,88.081,88.081,85.575,85.575,85.575,99.025,,98.343,99.318,98.635,98.635,91.131,91.131,91.131,90.936,91.033,90.838,89.474,91.131,89.474,91.228,91.228,91.228,86.16,86.647,92.982,92.982,92.982,79.532,79.532,79.532,86.647,86.647,85.185,85.283,85.283,87.232,87.232,87.232,90.838,90.643,90.741,91.813,91.91,92.982,96.004,96.004,95.906,91.715,86.647,86.647,86.745,89.474,89.474,89.571,88.207,88.304,88.109,88.081,87.622
RMNH.INS.1271327_Ae_annulipes_cantans - ND2 gene,81.189,81.287,81.05,83.626,83.528,83.626,90.351,90.253,90.448,86.55,86.55,86.55,81.189,81.287,81.189,86.257,85.673,85.867,85.283,85.283,85.38,88.178,88.178,88.178,85.77,85.77,85.77,98.343,98.343,,98.635,98.538,98.733,91.52,91.52,91.52,91.131,91.228,91.033,89.766,91.52,89.766,91.91,91.91,91.91,86.257,86.55,93.372,93.177,93.177,79.922,79.922,79.922,86.55,86.55,85.283,85.38,85.38,87.232,87.232,87.232,90.936,90.936,91.033,91.618,91.715,93.177,95.906,95.906,95.809,92.203,87.135,87.135,87.232,89.571,89.571,89.669,87.914,88.012,88.012,88.178,87.914
RMNH.INS.1271328_Ae_annulipes_cantans - ND2 gene,81.092,81.189,80.952,83.821,83.723,83.821,90.351,90.253,90.448,86.94,86.94,86.94,81.189,81.287,81.189,86.355,85.965,86.16,85.38,85.38,85.478,88.469,88.469,88.469,85.965,85.965,85.965,99.708,99.318,98.635,,98.538,98.733,91.423,91.423,91.423,91.228,91.326,91.131,89.376,91.423,89.376,91.52,91.52,91.52,86.257,86.94,93.275,93.275,93.275,79.727,79.727,79.727,86.94,86.94,85.575,85.673,85.673,87.329,87.329,87.329,91.131,90.936,91.033,91.813,91.91,93.275,96.296,96.296,96.199,92.203,87.037,87.037,87.135,89.864,89.864,89.961,88.109,88.207,88.207,88.469,87.914
RMNH.INS.1271329_Ae_annulipes_cantans - ND2 gene,81.092,81.189,80.952,84.113,84.016,84.113,90.448,90.351,90.546,86.842,86.842,86.842,81.189,81.287,81.189,86.452,86.062,86.257,85.673,85.673,85.77,88.372,88.372,88.372,86.16,86.16,86.16,98.246,98.635,98.538,98.538,,99.805,91.423,91.423,91.423,90.936,91.033,90.838,89.669,91.423,89.669,91.423,91.423,91.423,86.16,86.842,93.177,93.177,93.177,80.019,80.019,80.019,86.842,86.842,85.673,85.77,85.77,87.427,87.427,87.427,90.838,90.643,90.741,91.52,91.813,93.177,96.394,96.394,96.101,92.105,86.842,86.842,86.94,89.474,89.474,89.571,88.304,88.402,88.207,88.372,87.914
RMNH.INS.1271330_Ae_annulipes_cantans - ND2 gene,81.092,81.189,80.952,83.918,83.821,83.918,90.448,90.351,90.546,86.842,86.842,86.842,80.994,81.092,80.994,86.452,86.062,86.257,85.478,85.478,85.575,88.178,88.178,88.178,85.965,85.965,85.965,98.441,98.635,98.733,98.733,99.805,,91.423,91.423,91.423,90.741,90.838,90.643,89.474,91.423,89.474,91.423,91.423,91.423,85.965,86.842,93.177,93.177,93.177,79.825,79.825,79.825,86.842,86.842,85.673,85.77,85.77,87.232,87.232,87.232,90.643,90.448,90.546,91.52,91.813,93.177,96.199,96.199,95.906,92.3,86.842,86.842,86.94,89.474,89.474,89.571,88.304,88.402,88.207,88.178,87.914
RMNH.INS.1271331_Ae_rusticus - ND2 gene,81.676,81.969,81.633,83.041,82.943,82.846,90.546,90.448,90.643,86.452,86.16,86.16,81.384,81.481,81.384,85.867,85.088,85.283,85.283,85.283,85.478,88.469,88.372,88.469,85.38,85.38,85.38,91.52,91.131,91.52,91.423,91.423,91.423,,100,100,90.546,90.643,90.643,88.012,100,88.012,92.495,92.495,92.495,85.575,86.16,92.203,92.203,92.203,80.019,80.019,80.019,86.16,86.16,85.673,85.575,85.38,87.037,87.037,87.037,90.351,90.351,90.448,91.033,91.131,92.203,91.326,91.326,91.423,90.546,87.329,87.329,87.427,88.694,88.694,88.596,88.207,88.596,88.207,88.566,87.817
RMNH.INS.1271332_Ae_rusticus - ND2 gene,81.676,81.969,81.633,83.041,82.943,82.846,90.546,90.448,90.643,86.452,86.16,86.16,81.384,81.481,81.384,85.867,85.088,85.283,85.283,85.283,85.478,88.469,88.372,88.469,85.38,85.38,85.38,91.52,91.131,91.52,91.423,91.423,91.423,100,,100,90.546,90.643,90.643,88.012,100,88.012,92.495,92.495,92.495,85.575,86.16,92.203,92.203,92.203,80.019,80.019,80.019,86.16,86.16,85.673,85.575,85.38,87.037,87.037,87.037,90.351,90.351,90.448,91.033,91.131,92.203,91.326,91.326,91.423,90.546,87.329,87.329,87.427,88.694,88.694,88.596,88.207,88.596,88.207,88.566,87.817
RMNH.INS.1271333_Ae_rusticus - ND2 gene,81.676,81.969,81.633,83.041,82.943,82.846,90.546,90.448,90.643,86.452,86.16,86.16,81.384,81.481,81.384,85.867,85.088,85.283,85.283,85.283,85.478,88.469,88.372,88.469,85.38,85.38,85.38,91.52,91.131,91.52,91.423,91.423,91.423,100,100,,90.546,90.643,90.643,88.012,100,88.012,92.495,92.495,92.495,85.575,86.16,92.203,92.203,92.203,80.019,80.019,80.019,86.16,86.16,85.673,85.575,85.38,87.037,87.037,87.037,90.351,90.351,90.448,91.033,91.131,92.203,91.326,91.326,91.423,90.546,87.329,87.329,87.427,88.694,88.694,88.596,88.207,88.596,88.207,88.566,87.817
RMNH.INS.1271334_Ae_communis - ND2 gene,81.579,81.676,81.535,83.528,83.431,83.333,89.376,89.279,89.474,86.842,86.55,86.55,79.727,79.825,79.727,85.965,85.38,85.38,84.6,84.6,84.795,88.566,88.566,88.566,84.405,84.405,84.405,91.033,90.936,91.131,91.228,90.936,90.741,90.546,90.546,90.546,,99.708,99.708,91.228,90.546,91.228,91.618,91.618,91.618,86.55,86.55,92.788,92.593,92.69,79.24,79.24,79.24,86.55,86.55,85.965,85.867,85.673,86.647,86.55,86.55,90.448,90.448,90.546,90.643,91.033,92.593,91.423,91.423,91.52,90.253,85.965,85.965,86.062,89.084,89.084,89.376,87.622,87.914,87.622,88.76,87.135
RMNH.INS.1271335_Ae_communis - ND2 gene,81.676,81.774,81.633,83.626,83.528,83.431,89.474,89.376,89.571,86.94,86.647,86.647,79.825,79.922,79.825,85.867,85.088,85.283,84.503,84.503,84.698,88.663,88.663,88.663,84.405,84.405,84.405,91.131,91.033,91.228,91.326,91.033,90.838,90.643,90.643,90.643,99.708,,99.61,91.326,90.643,91.326,91.52,91.52,91.52,86.452,86.647,92.885,92.69,92.788,79.435,79.435,79.435,86.647,86.647,86.062,85.965,85.77,86.55,86.452,86.452,90.351,90.351,90.448,90.741,91.131,92.69,91.52,91.52,91.618,90.156,86.062,86.062,86.16,89.181,89.181,89.474,87.524,87.817,87.524,88.857,87.037
RMNH.INS.1271336_Ae_communis - ND2 gene,81.676,81.774,81.633,83.626,83.528,83.431,89.474,89.376,89.571,86.745,86.452,86.452,79.825,79.922,79.825,85.867,85.283,85.283,84.503,84.503,84.698,88.663,88.663,88.663,84.503,84.503,84.503,90.936,90.838,91.033,91.131,90.838,90.643,90.643,90.643,90.643,99.708,99.61,,91.326,90.643,91.326,91.52,91.52,91.52,86.452,86.452,92.885,92.69,92.788,79.337,79.337,79.337,86.452,86.452,86.062,85.965,85.77,86.55,86.452,86.452,90.351,90.351,90.448,90.741,91.131,92.69,91.326,91.326,91.423,90.156,86.062,86.062,86.16,89.181,89.181,89.279,87.524,87.817,87.524,88.857,87.037
RMNH.INS.1271337_Ae_punctor - ND2 gene,79.142,79.435,79.106,81.189,81.092,81.189,88.207,88.109,88.109,84.113,84.016,84.016,78.265,78.363,78.265,83.236,83.041,83.041,84.113,84.113,84.113,86.143,86.143,86.143,82.943,82.943,82.943,89.181,89.474,89.766,89.376,89.669,89.474,88.012,88.012,88.012,91.228,91.326,91.326,,88.012,100,89.766,89.766,89.766,84.016,84.016,90.546,90.253,90.351,78.07,78.07,78.07,84.016,84.016,83.528,83.431,83.431,84.6,84.503,84.503,88.402,88.402,88.499,90.058,90.058,90.253,89.279,89.279,89.279,89.766,85.088,85.088,85.185,86.745,86.745,87.037,85.575,85.867,85.77,86.337,85.575
RMNH.INS.1271338_Ae_rusticus - ND2 gene,81.676,81.969,81.633,83.041,82.943,82.846,90.546,90.448,90.643,86.452,86.16,86.16,81.384,81.481,81.384,85.867,85.088,85.283,85.283,85.283,85.478,88.469,88.372,88.469,85.38,85.38,85.38,91.52,91.131,91.52,91.423,91.423,91.423,100,100,100,90.546,90.643,90.643,88.012,,88.012,92.495,92.495,92.495,85.575,86.16,92.203,92.203,92.203,80.019,80.019,80.019,86.16,86.16,85.673,85.575,85.38,87.037,87.037,87.037,90.351,90.351,90.448,91.033,91.131,92.203,91.326,91.326,91.423,90.546,87.329,87.329,87.427,88.694,88.694,88.596,88.207,88.596,88.207,88.566,87.817
RMNH.INS.1271339_Ae_punctor - ND2 gene,79.142,79.435,79.106,81.189,81.092,81.189,88.207,88.109,88.109,84.113,84.016,84.016,78.265,78.363,78.265,83.236,83.041,83.041,84.113,84.113,84.113,86.143,86.143,86.143,82.943,82.943,82.943,89.181,89.474,89.766,89.376,89.669,89.474,88.012,88.012,88.012,91.228,91.326,91.326,100,88.012,,89.766,89.766,89.766,84.016,84.016,90.546,90.253,90.351,78.07,78.07,78.07,84.016,84.016,83.528,83.431,83.431,84.6,84.503,84.503,88.402,88.402,88.499,90.058,90.058,90.253,89.279,89.279,89.279,89.766,85.088,85.088,85.185,86.745,86.745,87.037,85.575,85.867,85.77,86.337,85.575
RMNH.INS.1271340_Ae_geniculatus - ND2 gene,82.066,82.359,82.021,84.503,84.405,84.503,91.131,91.033,91.228,87.427,87.329,87.329,81.287,81.384,81.287,87.524,86.452,86.647,86.16,86.16,86.16,89.438,89.341,89.438,86.452,86.452,86.452,91.52,91.228,91.91,91.52,91.423,91.423,92.495,92.495,92.495,91.618,91.52,91.52,89.766,92.495,89.766,,100,100,86.257,87.329,93.567,93.275,93.372,80.409,80.409,80.409,87.329,87.329,87.135,87.037,87.037,88.499,88.402,88.402,91.131,91.131,91.228,90.838,91.228,93.275,91.228,91.228,91.228,90.643,88.304,88.304,88.402,90.448,90.448,90.351,89.181,89.571,89.084,89.632,89.376
RMNH.INS.1271341_Ae_geniculatus - ND2 gene,82.066,82.359,82.021,84.503,84.405,84.503,91.131,91.033,91.228,87.427,87.329,87.329,81.287,81.384,81.287,87.524,86.452,86.647,86.16,86.16,86.16,89.438,89.341,89.438,86.452,86.452,86.452,91.52,91.228,91.91,91.52,91.423,91.423,92.495,92.495,92.495,91.618,91.52,91.52,89.766,92.495,89.766,100,,100,86.257,87.329,93.567,93.275,93.372,80.409,80.409,80.409,87.329,87.329,87.135,87.037,87.037,88.499,88.402,88.402,91.131,91.131,91.228,90.838,91.228,93.275,91.228,91.228,91.228,90.643,88.304,88.304,88.402,90.448,90.448,90.351,89.181,89.571,89.084,89.632,89.376
RMNH.INS.1271342_Ae_geniculatus - ND2 gene,82.066,82.359,82.021,84.503,84.405,84.503,91.131,91.033,91.228,87.427,87.329,87.329,81.287,81.384,81.287,87.524,86.452,86.647,86.16,86.16,86.16,89.438,89.341,89.438,86.452,86.452,86.452,91.52,91.228,91.91,91.52,91.423,91.423,92.495,92.495,92.495,91.618,91.52,91.52,89.766,92.495,89.766,100,100,,86.257,87.329,93.567,93.275,93.372,80.409,80.409,80.409,87.329,87.329,87.135,87.037,87.037,88.499,88.402,88.402,91.131,91.131,91.228,90.838,91.228,93.275,91.228,91.228,91.228,90.643,88.304,88.304,88.402,90.448,90.448,90.351,89.181,89.571,89.084,89.632,89.376
RMNH.INS.1271344_Cs_subochrea - ND2 gene,79.922,80.117,79.786,83.333,83.431,83.333,85.185,85.088,85.283,95.419,95.127,95.127,79.435,79.532,79.435,85.38,84.99,85.185,84.113,84.113,84.308,85.368,85.368,85.368,87.232,87.232,87.232,86.062,86.16,86.257,86.257,86.16,85.965,85.575,85.575,85.575,86.55,86.452,86.452,84.016,85.575,84.016,86.257,86.257,86.257,,95.127,88.694,88.694,88.694,78.85,78.85,78.85,95.127,95.127,83.626,83.528,83.528,88.207,88.304,88.304,85.77,85.77,85.965,86.745,86.647,88.694,86.745,86.745,86.745,85.185,85.088,85.088,85.185,85.867,85.867,85.867,84.99,85.283,84.795,85.271,89.181
RMNH.INS.1271345_Cs_annulata - ND2 gene,80.897,81.092,80.661,84.308,84.405,84.308,86.452,86.355,86.55,99.708,100,100,80.604,80.702,80.604,86.062,85.77,85.965,84.211,84.211,84.405,85.95,85.95,85.95,88.402,88.402,88.402,86.94,86.647,86.55,86.94,86.842,86.842,86.16,86.16,86.16,86.55,86.647,86.452,84.016,86.16,84.016,87.329,87.329,87.329,95.127,,89.279,89.279,89.279,80.019,80.019,80.019,100,100,84.893,84.795,84.795,88.304,88.207,88.207,86.355,86.16,86.355,87.135,87.135,89.279,87.427,87.427,87.232,85.77,85.867,85.867,85.965,86.647,86.647,86.842,85.575,86.062,85.77,86.047,89.376
RMNH.INS.1271346_Ae_caspius - ND2 gene,81.969,82.261,81.924,84.503,84.6,84.6,91.228,91.228,91.326,89.571,89.279,89.279,81.774,81.871,81.774,88.109,87.135,87.427,85.77,85.77,85.965,89.826,89.826,89.826,87.037,87.037,87.037,93.08,92.982,93.372,93.275,93.177,93.177,92.203,92.203,92.203,92.788,92.885,92.885,90.546,92.203,90.546,93.567,93.567,93.567,88.694,89.279,,99.708,99.805,80.409,80.409,80.409,89.279,89.279,87.037,86.94,86.94,88.499,88.402,88.402,91.228,91.423,91.326,92.398,92.788,99.708,92.982,92.982,93.177,92.203,87.817,87.817,87.914,90.253,90.253,90.351,88.791,89.084,88.986,90.019,88.889
RMNH.INS.1271347_Ae_caspius - ND2 gene,81.774,82.066,81.73,84.503,84.6,84.6,91.131,91.131,91.228,89.571,89.279,89.279,81.579,81.676,81.579,88.109,87.135,87.427,85.77,85.77,85.965,90.019,90.019,90.019,87.037,87.037,87.037,93.08,92.982,93.177,93.275,93.177,93.177,92.203,92.203,92.203,92.593,92.69,92.69,90.253,92.203,90.253,93.275,93.275,93.275,88.694,89.279,99.708,,99.903,80.409,80.409,80.409,89.279,89.279,86.94,86.842,86.842,88.499,88.402,88.402,91.423,91.618,91.52,92.398,92.788,100,92.982,92.982,93.177,92.008,87.524,87.524,87.622,90.253,90.253,90.351,88.791,89.181,89.084,90.213,88.889
RMNH.INS.1271348_Ae_caspius - ND2 gene,81.774,82.066,81.73,84.503,84.6,84.6,91.228,91.228,91.326,89.571,89.279,89.279,81.579,81.676,81.579,88.109,87.135,87.427,85.77,85.77,85.965,90.019,90.019,90.019,87.037,87.037,87.037,93.08,92.982,93.177,93.275,93.177,93.177,92.203,92.203,92.203,92.69,92.788,92.788,90.351,92.203,90.351,93.372,93.372,93.372,88.694,89.279,99.805,99.903,,80.409,80.409,80.409,89.279,89.279,87.037,86.94,86.94,88.499,88.402,88.402,91.423,91.618,91.52,92.398,92.788,99.903,92.982,92.982,93.177,92.008,87.622,87.622,87.719,90.253,90.253,90.351,88.889,89.181,89.084,90.213,88.889
RMNH.INS.1271349_An_plumbeus_partial_genome - ND2 gene,87.232,87.427,87.172,78.85,78.752,78.85,80.019,79.922,80.117,79.922,80.019,80.019,88.499,88.596,88.499,78.363,78.168,78.363,78.168,78.07,78.07,78.295,78.295,78.295,78.752,78.752,78.752,79.922,79.532,79.922,79.727,80.019,79.825,80.019,80.019,80.019,79.24,79.435,79.337,78.07,80.019,78.07,80.409,80.409,80.409,78.85,80.019,80.409,80.409,80.409,,100,100,80.019,80.019,79.532,79.435,79.337,79.045,78.947,78.947,79.727,79.532,79.63,80.117,80.409,80.409,80.312,80.312,80.312,78.752,80.897,80.897,80.994,79.435,79.435,79.337,79.825,79.922,79.727,78.391,80.409
RMNH.INS.1271350_An_plumbeus_partial_genome - ND2 gene,87.232,87.427,87.172,78.85,78.752,78.85,80.019,79.922,80.117,79.922,80.019,80.019,88.499,88.596,88.499,78.363,78.168,78.363,78.168,78.07,78.07,78.295,78.295,78.295,78.752,78.752,78.752,79.922,79.532,79.922,79.727,80.019,79.825,80.019,80.019,80.019,79.24,79.435,79.337,78.07,80.019,78.07,80.409,80.409,80.409,78.85,80.019,80.409,80.409,80.409,100,,100,80.019,80.019,79.532,79.435,79.337,79.045,78.947,78.947,79.727,79.532,79.63,80.117,80.409,80.409,80.312,80.312,80.312,78.752,80.897,80.897,80.994,79.435,79.435,79.337,79.825,79.922,79.727,78.391,80.409
RMNH.INS.1271351_An_plumbeus_partial_genome - ND2 gene,87.232,87.427,87.172,78.85,78.752,78.85,80.019,79.922,80.117,79.922,80.019,80.019,88.499,88.596,88.499,78.363,78.168,78.363,78.168,78.07,78.07,78.295,78.295,78.295,78.752,78.752,78.752,79.922,79.532,79.922,79.727,80.019,79.825,80.019,80.019,80.019,79.24,79.435,79.337,78.07,80.019,78.07,80.409,80.409,80.409,78.85,80.019,80.409,80.409,80.409,100,100,,80.019,80.019,79.532,79.435,79.337,79.045,78.947,78.947,79.727,79.532,79.63,80.117,80.409,80.409,80.312,80.312,80.312,78.752,80.897,80.897,80.994,79.435,79.435,79.337,79.825,79.922,79.727,78.391,80.409
RMNH.INS.1271352_Cs_annulata - ND2 gene,80.897,81.092,80.661,84.308,84.405,84.308,86.452,86.355,86.55,99.708,100,100,80.604,80.702,80.604,86.062,85.77,85.965,84.211,84.211,84.405,85.95,85.95,85.95,88.402,88.402,88.402,86.94,86.647,86.55,86.94,86.842,86.842,86.16,86.16,86.16,86.55,86.647,86.452,84.016,86.16,84.016,87.329,87.329,87.329,95.127,100,89.279,89.279,89.279,80.019,80.019,80.019,,100,84.893,84.795,84.795,88.304,88.207,88.207,86.355,86.16,86.355,87.135,87.135,89.279,87.427,87.427,87.232,85.77,85.867,85.867,85.965,86.647,86.647,86.842,85.575,86.062,85.77,86.047,89.376
RMNH.INS.1271354_Cs_annulata - ND2 gene,80.897,81.092,80.661,84.308,84.405,84.308,86.452,86.355,86.55,99.708,100,100,80.604,80.702,80.604,86.062,85.77,85.965,84.211,84.211,84.405,85.95,85.95,85.95,88.402,88.402,88.402,86.94,86.647,86.55,86.94,86.842,86.842,86.16,86.16,86.16,86.55,86.647,86.452,84.016,86.16,84.016,87.329,87.329,87.329,95.127,100,89.279,89.279,89.279,80.019,80.019,80.019,100,,84.893,84.795,84.795,88.304,88.207,88.207,86.355,86.16,86.355,87.135,87.135,89.279,87.427,87.427,87.232,85.77,85.867,85.867,85.965,86.647,86.647,86.842,85.575,86.062,85.77,86.047,89.376
RMNH.INS.1271355_Cx_pipiens - ND2 gene,79.727,79.825,79.883,83.918,83.821,83.918,85.867,85.77,85.965,84.99,84.893,84.893,80.409,80.507,80.409,92.18,91.984,92.278,89.736,89.638,89.932,84.981,84.884,84.981,83.821,83.821,83.821,85.38,85.185,85.283,85.575,85.673,85.673,85.673,85.673,85.673,85.965,86.062,86.062,83.528,85.673,83.528,87.135,87.135,87.135,83.626,84.893,87.037,86.94,87.037,79.532,79.532,79.532,84.893,84.893,,99.902,99.707,85.478,85.38,85.38,85.478,85.283,85.38,85.965,86.257,86.94,86.257,86.257,86.257,84.698,85.867,85.867,85.965,85.867,85.867,86.062,85.867,85.867,85.77,85.078,86.452
RMNH.INS.1271356_Cx_pipiens - ND2 gene,79.63,79.727,79.786,83.821,83.723,83.821,85.965,85.867,86.062,84.893,84.795,84.795,80.507,80.604,80.507,92.082,91.887,92.18,89.834,89.736,90.029,85.078,84.981,85.078,83.918,83.918,83.918,85.478,85.283,85.38,85.673,85.77,85.77,85.575,85.575,85.575,85.867,85.965,85.965,83.431,85.575,83.431,87.037,87.037,87.037,83.528,84.795,86.94,86.842,86.94,79.435,79.435,79.435,84.795,84.795,99.902,,99.804,85.38,85.283,85.283,85.38,85.185,85.283,85.867,86.16,86.842,86.16,86.16,86.16,84.6,85.77,85.77,85.867,85.77,85.77,85.965,85.965,85.77,85.867,85.174,86.355
RMNH.INS.1271357_Cx_pipiens - ND2 gene,79.63,79.727,79.786,83.821,83.723,83.821,85.965,85.867,86.062,84.893,84.795,84.795,80.507,80.604,80.507,92.082,91.887,92.18,89.638,89.541,89.834,85.078,84.981,85.078,83.918,83.918,83.918,85.478,85.283,85.38,85.673,85.77,85.77,85.38,85.38,85.38,85.673,85.77,85.77,83.431,85.38,83.431,87.037,87.037,87.037,83.528,84.795,86.94,86.842,86.94,79.337,79.337,79.337,84.795,84.795,99.707,99.804,,85.38,85.283,85.283,85.38,85.185,85.283,85.673,86.16,86.842,86.16,86.16,86.16,84.6,85.77,85.77,85.867,85.965,85.965,86.16,86.16,85.867,86.062,85.174,86.355
RMNH.INS.1271358_Cs_morsitans - ND2 gene,80.994,81.287,80.855,84.503,84.405,84.503,86.16,86.062,86.257,88.499,88.304,88.304,80.409,80.507,80.409,86.55,86.062,86.257,85.77,85.77,85.965,84.981,84.981,84.981,87.037,87.037,87.037,87.232,87.232,87.232,87.329,87.427,87.232,87.037,87.037,87.037,86.647,86.55,86.55,84.6,87.037,84.6,88.499,88.499,88.499,88.207,88.304,88.499,88.499,88.499,79.045,79.045,79.045,88.304,88.304,85.478,85.38,85.38,,99.903,99.903,87.427,87.232,87.329,86.647,86.647,88.499,87.427,87.427,87.427,85.867,85.478,85.478,85.575,86.16,86.16,86.257,86.062,86.355,85.965,85.174,92.495
